id	extent	pages	description	type	rights	identifier	format	date	coverage	publisher	language	contributor	title	creator
280563973	174 S	174	Rückentitel: Albert Einstein␟Literaturverz. S. 157-174␟1900006672␟wne	Biographie		3-85666-303-7	Language material	1993		Berneck : Schwengeler	ger		Albert Einstein - Genie mit Widersprüchen	Böhm, Uwe H.
328118079	959 S	959	Bibliogr. S. 925-941			3-518-38990-4	Language material	1999		Frankfurt am Main : Suhrkamp Taschenbuch Verlag	ger		Albert Einstein - eine Biographie	
374973350	249 S., [8] Bl. Taf	249	Bibliographie S. 213-244				Language material	1952		Zürich : Europaverlag	und		Albert Einstein - und die Schweiz	Seelig, Carl
289337488	959 S	959	Cop. 1993: Suhrkamp-Verlag, Frankfurt a.M.␟Register␟Literaturverz	Biografie		3-518-39587-4	Language material	1999		Frankfurt am Main : Suhrkamp	ger	Fölsing, Albrecht␟Einstein, Albert (1879-1955)	Albert Einstein - eine Biographie	
289338336	539 S	539	Bibliographie S. 513-538␟Albert Einstein philosopher - scientist				Language material	1951		Stuttgart : Kohlhammer	ger	Schilpp, Paul Arthur	Albert Einstein - als Philosoph und Naturforscher	
357897331	65 S	65	Vom Autor red. und erg. Fassung des Vortrages zur Feier anlässlich des 100. Geburtstages Albert Einsteins, gehalten in der Eidgenössischen Technischen Hochschule, Zürich, am 24. Februar 1979␟Quellen: S. 65-66␟1900880533␟dea␟ps␟NB042-2008␟nt	Aufsatzsammlung␟Festschrift			Language material	1979	Berlin	Zürich : Diogenes-Verlag	ger	Einstein, Albert (1879-1955)␟Eidgenössische Technische Hochschule Zürich,	Albert Einstein - ein Vortrag	Dürrenmatt, Friedrich (1921-1990)
335836054	XXXII, 439 S	439	Jerusalem Einstein Centennial Symposium 14-23 March 1979	Kongress␟Konferenzschrift		0-691-08299-5	Language material	1982		Princeton : Princeton University Press	eng	Einstein, Albert (1879-1955)␟Elkana, Yehuda␟Holton, Gerald James (1922-)␟Jerusalem Einstein Centennial Symposium, ((1979))␟Kongress, ((1979)	Albert Einstein - historical and cultural perspectives : the centennial symposium in Jerusalem	
337081603	191 p	191	Indice␟Bibliogr			88-492-0480-9	Language material	2004		Roma : Gangemi	ita		Albert Einstein - relatività speciale e dintorni, 1889-1905	Brissoni, Armando
289340225	XX, 203 p	203	1900166150␟dea␟ps␟NB038-2002␟nt				Language material	1963		New York : Macmillan London : Collier-Macmillan	eng		Albert Einstein - theoretical physicist	Forsee, Aylesa
335836046	[65] S	65	SA aus: Library chronicle, n.s.12␟1900106536␟dea␟ps␟NB044-2002␟nt			0-87959-093-9	Language material	1979		Austin : The Humanities Research Center, the University of Texas	eng	Einstein, Albert (1879-1955)␟Lewis, Albert C.␟Swenson, Loyd S.␟University (Texas),	Albert Einstein - four commemorative lectures	
483722170	70 p	70	Trad. de␟Albert Einstein : ein Vortrag				Language material	1982		Lausanne : Editions de l'Aire	fre	Dürrenmatt, Friedrich (1921-1990)␟Stokke, Françoise	Albert Einstein - [conférence]	Dürrenmatt, Friedrich (1921-1990)
312046030	222 S	222	Am Kopf des Umschlags: Ernst-Freiberger-Stiftung␟Literaturverz	Aufsatzsammlung␟Biografie		978-3-937233-91-8	Language material	2012	Berlin	Berlin : be.bra-Wissenschaft-Verlag	ger	Fischer, Ernst Peter (1947-)␟Renn, Jürgen (1956-)␟Ernst-Freiberger-Stiftung,	Albert Einstein -	Ziegelmann, Horst
319132951	182 S	182	Titel auf Umschlag: Einstein␟1900421276␟dea␟ps␟NB114-2002␟nt			3-499-50162-7	Language material	1972			ger		Albert Einstein - in Selbstzeugnissen und Bilddokumenten	Wickert, Johannes
319487911	191 S	191	Originalausg.␟Literaturverzeichnis␟Literaturverz	Biografie		3-423-31074-X	Language material	2004		München : Dtv	ger		Albert Einstein -	Bührke, Thomas
289337240	263 S	263	Literaturverz	Biografie		978-965-493-325-4	Language material	2007		[Jerusalem] : Magnes Press, The Hebrew University of Jerusalem	eng	Wolff, Barbara␟ha- Universịtah ha-ʿIvrit bi-Yerushalayim,	Albert Einstein - the persistent illusion of transience	Rosenkranz, Ze'ev
28916284X	670 p. 8 pl	670	1900201533␟dea␟ps␟NB004-2003␟nt			0-340-10960-2	Language material	1973		London : Hodder & Stoughton	eng		Einstein - The life and times	Clark, Ronald W. (1916-1987)
289162858	543 p., [8] p. de pl	543	Titre original: Einstein, a life. New York, cop. 1996␟Titre du dos: Einstein␟Bibliogr␟Index␟Einstein : a life			2-221-08179-X	Language material	1997		Paris : R. Laffont	fre	Brian, Denis␟Ronsac, Charles␟Seytre, Bernard	Einstein - le génie, l'homme	Brian, Denis
281421501	219 S	219	Bibliogr␟Übers. von␟Einstein␟1900156540␟dea␟ps␟NB076-2003␟nt			0-85690-070-2	Language material	1979		New York [etc.] : Peebles Press	ger	Broglie, Louis de␟Broglie, Louis de␟Einstein, Albert (1879-1955)	Einstein -	
289162696	256 S	256	Register␟Literaturverz	Biografie		0-9545103-4-8	Language material	2005		Bath : Palazzo Editions	eng	Anderson, Philip␟Albert Einstein Archives,	Einstein - a hundred years of relativity	Robinson, Andrew
354999028	256 S	256	Register␟Literaturverz	Biografie		978-0-691-16989-7	Language material	2015		Princeton : Princeton University Press	eng	Anderson, Philip W. (1923-)␟Albert Einstein Archives,	Einstein - a hundred years of relativity	Robinson, Andrew
281421382	297 p	297	Register␟Includes bibliographical references (p. 283-290) and index	Einführung␟Biographie		1-59102-063-8	Language material	2003			eng		Einstein - the passions of a scientist	Parker, Barry R.
281421307	490 S	490	Bibliogr. S. 478-482	Biografie␟Biographie		3-498-04685-3	Language material	2005			ger		Einstein - eine Biographie	Neffe, Jürgen
289162742	XXIII, 333 p	333	Commission internationale pour l'enseignement de la physique␟Bibliogr			2-7206-0061-X	Language material	1979		[Paris] : Hier et demain	fre	French, Anthony Philip␟Yelnik, Jean-Benoît␟Lederer, Danielle␟Union internationale de physique pure et appliquée,	Einstein - le livre du centenaire	
156519704	128 S	128				0-88754-409-6	Language material	1985		Toronto, Ont : Playwrights Canada	eng	Emanuel, Gabriel	Einstein - Children of night : two plays	Emanuel, Gabriel
162270585	256 S	256	Includes bibliographical references and index	Biographie		0-8109-5923-2 (hardcover : alk. paper)	Language material	2005		New York : Harry N. Abrams	eng	Anderson, Philip␟Jewish National and University Library,	Einstein - a hundred years of relativity	Robinson, Andrew
147394988	467 S	467	München, List, 1949				Language material	1979		Braunschweig : Vieweg	ger		Einstein - sein Leben und seine Zeit	Frank, Philipp
353539627	62 S	62	Einstein - une biographie dessinée	Biographie␟Comic, Cartoon, Humor, Satire␟Biografie␟Comic		978-3-86873-809-4␟3-86873-809-6␟9783868738094	Language material	2015		München : Knesebeck	ger	Simon, Anne␟Kootz, Anja	Einstein -	Maier, Corinne
137657110	VIII, 279 S	279	A Dutton book␟Literaturverz	Biographie		0-525-93750-1	Language material	1994		New York, N.Y : Dutton	eng	Gribbin, John (1946-)	Einstein - a life in science	White, Michael
145375129	242 S	242				0-670-29077-7	Language material	1973		New York : Viking Press	eng		Einstein -	Bernstein, Jeremy (1929-)
281421277	206 S	206	Lizenz des Panorama-Verl., Wiesbaden	Biographie␟Biografie		3-926642-35-1	Language material	uuuu		Freiburg i.Br : Herder	ger		Einstein -	Fischer, Klaus
281421374	170 S	170	Register␟Literaturverz	Biografie␟Biographie		1-904341-15-2␟1-904341-14-4	Language material	2003		London : Haus Publishing	eng		Einstein -	Smith, Peter D.
281421412	317 S	317	Tout est relatif, comme dit Einstein	Belletristische Darstellung␟Jugendbuch		3-570-12868-7	Language material	2005		München : cbj	ger	Greif, Jean-Jacques␟Ott, Bernadette	Einstein -	Greif, Jean-Jacques
281421536	XIV, 509 S., Taf	509	Bibliogr.: S. 481-489␟Mit Anm. - Betr. u. a. Einsteins Aufenthalt in Bern (S. 43-74)	Biografie␟Biographie		0-471-11459-6	Language material	1996			eng		Einstein - a life	Brian, Denis
486831590	xxii, 405 Seiten	405				978-0-415-77326-3␟978-0-415-77327-0	Language material	2017			aar		Einstein -	Ryckman, Thomas [Verfasser]
281421137	635 S	635	Personenregister␟Sachregister␟Einstein, Albert (Physiker)␟Biographie (Text)	biographie␟Biografie␟Biographie		3-492-03477-2	Language material	1994		München Zürich : Piper	ger		Einstein - der Weltweise und sein Jahrhundert : eine Biographie	Hermann, Armin
281421161	XIV, 243 S	243	Personen- und Sachverz.␟Literaturangaben	Einführung		3-540-61112-6	Language material	1996		Berlin Heidelberg New York : Springer	ger		Einstein - ein Genie und sein überfordertes Publikum	Fischer, Ernst Peter (1947-)
281421153	II, 468 S	468					Language material	1949		München Leipzig Freiburg i.Br : P. List	ger		Einstein - Sein Leben und seine Zeit	Frank, Philipp (1884-1966)
156439638	105 S	105	Nachdruck der Ausgabe 4/1999			3-936278-09-1	Language material	2002		Heidelberg : Spektrum der Wissenschaft	ger	Bergia, Silvio␟Bellone, Enrico	Einstein - das neue Weltbild der Physik	
289162807	179 S	179	Originaltitel: Albert Einstein - neuro-linguistic analysis of a genius. Cop. 1990␟Literaturverz␟Albert Einstein : neuro-linguistic analysis of a genius			3-87387-084-3	Language material	1992		Paderborn : Junfermann	ger	Dilts, Robert␟Kierdorf, Theo␟Stahl, Thies	Einstein - geniale Denkstrukturen und neurolinguistisches Programmieren	Dilts, Robert
281421544	X, 310 S	310	Register␟Includes bibliographical references (p. 300-301) and index	Wörterbuch␟Biographie		0-471-46674-3	Language material	2004			eng	Keck, Aries	Einstein - A to Z	Fox, Karen C.
281421420	XXII, 675 S., [16] S. Taf	675	Register␟Literaturverz	Biografie␟Biographie		978-1-84737-048-8	Language material	2007		London [etc.] : Simon & Schuster	eng		Einstein - his life and universe	Isaacson, Walter (1952-)
431648395	727 S., [8] S. Taf	727	Register␟Literaturverz␟Einstein - a life␟Betr. u.a. Einsteins Berner Zeit (S. 66-117)	Biografie␟Biographie		3-527-40562-3␟978-3-527-40562-6	Language material	2005		Weinheim : Wiley-VCH	ger	Brian, Denis␟Samson-Mark, Christine von	Einstein - sein Leben	Brian, Denis
281421331	265 p	265	1900382488␟dea␟ps␟NB086-2003␟nt	Biografie		2-01-006552-2	Language material	1979		[Paris] : Hachette	fre		Einstein - l'horloge dans la maison en feu	Martin, Charles-Noël
281421358	298 S	298	andere Ausgabe: Einstein␟Bibliogr	Biographie␟Biografie		2-08-211202-0	Language material	1993		[Paris] : Flammarion	fre		Einstein -	Merleau-Ponty, Jacques
281421498	96 S	96	Register␟Einstein, the life of a genius	biographie␟iconographie		978-3-7658-1852-3	Language material	2010		München : C.J. Bucher	ger		Einstein - Genie und Popstar	Isaacson, Walter (1952-)
289337771	458 S	458	Lizenz des Akademie-Verlages, Berlin␟Bibliogr.: S. 451-453␟Ėjnštejn␟1900848692␟dea␟ps␟NB038-2006␟nt	Biografie		3-7643-0855-9	Language material	1977			ger		Einstein - Leben, Tod, Unsterblichkeit	Kuznecov, Boris Grigorʹevič
285289624	347 p	347	Index	Biografie		2-84187-662-4	Language material	2005		Paris : Editions de l'Archipel	fre	Vebret, Joseph (1957-)	Einstein - l'homme qui chevauchait la lumière	Greif, Jean-Jacques
338615199	191 S	191	Register␟Literaturverz	Biografie␟Biographie		978-0-300-19671-9	Language material	2015		New Haven [etc.] : Yale University Press	eng		Einstein - his space and times	Gimbel, Steven (1968-)
281421315	279 S	279		Biografie		0-671-71170-9	Language material	1993			eng	Gribbin, John (1946-)	Einstein - a life in science	White, Michael
281421366	144 S	144	Register␟Literaturverz	Biografie		0-395-93100-2	Language material	1999		New York : Clarion Books	eng		Einstein - visionary scientist	Severance, John B.
439713056	X, 461 Seiten, 16 ungezählte Seiten Tafeln	461	Register␟Literaturverzeichnis	Biografie		978-0-7456-4221-5	Language material	2007			eng		Einstein - a biography	Neffe, Jürgen (1956-) [Verfasser]
28142148X	490 S	490		Biografie␟Biographie		3-498-04685-3	Language material	2005			ger		Einstein - eine Biographie	Neffe, Jürgen
281421242	490 S	490				3-498-04685-3	Language material	2005		Reinbek bei Hamburg : Rowohlt	ger		Einstein - eine Biographie	Neffe, Jürgen
281421323	143 S	143	Band 1 vom Verlag nachträglich numeriert␟Bibliogr.: p. 139-140␟1900274059␟dea␟ps␟NB090-2003␟nt			2-8011-0273-3	Language material	1980		Paris Gembloux : Duculot	fre	Lévy, François	Einstein -	
375280774	635 Seit3n	635				3-492-24036-4	Language material	2005			ger		Einstein - der Weltweise und sein Jahrhundert	Hermann, Armin (1933-) [Verfasser]
281421463	94 S	94	Register			978-0-233-00271-2	Language material	2009		London : A. Deutsch	eng		Einstein - the life of a genius	Isaacson, Walter (1952-)
289162726	247 S	247	Englischer Originaltitel: Einstein. Cop. 1973␟Numerierung auf dem Buchrücken␟Bibliogr␟Trad. di␟Einstein			88-04-33757-5	Language material	1990		Milano : Mondadori	ita	Bernstein, Jeremy (1929-)	Einstein -	
390132454	XX, 332 Seiten	332				0-674-24230-0␟0-674-24231-9	Language material	1980			eng	French, Anthony P. (1920-) [Herausgeber]	Einstein - a centenary volume	
33583521X	368 S	368	The text of this ed. is abridged from Einstein : the life and times publ. by Hodder and Stoughton, cop. 1973␟1901159361␟wne			0-8109-0875-1	Language material	1984		New York : H. N. Abrams	eng		Einstein - The life and times : an illustrated biography	Clark, Ronald W. (1916-1987)
142926957	635 S	635				3-492-03477-2	Language material	1995		München : Piper	ger	Hermann, Armin (1933-)	Einstein - der Weltweise und sein Jahrhundert : eine Biographie	
491560362	651 Seiten	651	Trad. de: Einstein, the life and times. London, 1973␟Sous-titre de la couv.: sa vie & son époque			2-234-00063-7	Language material	1980			fre	Bauchot, Roland [Übersetzer]	Einstein - sa vie et son époque	Clark, Ronald W. (1916-1987) [Verfasser]
289162769	95 S	95	Literaturverz. S. 91			0-86313-152-2	Language material	1984		London [etc.] : F. Watts	eng	F. Watts,	Einstein -	Dank, Milton
144208903	2 Video-Kompaktkassetten [VHS](total 98 Min.)	2	Einstein: Andrew Sachs␟Enthält: Program 1: Miracle year (49 Min.). Program 2: Fame (49 Min.)				Projected medium	1996		London [etc.] : BBC [etc.][Prod.]	eng	Jones, Peter␟Levenson, Thomas	Einstein -	
144661357	72 S	72					Language material	1966		Sofija : Bulgarska Akademija na naukite	bul	Einstein, Albert (1879-1955)	Albert Ainštain 1879-1955 -	
12837991X	114 p	114					Language material	1980		Lausanne : Editions l'Age d'homme	fre	Einstein, Albert (1879-1955)␟Hommage à Albert Einstein, ((1979)	Hommage à Albert Einstein - à l'occasion du centenaire de sa naissance : commémoré à l'Institut Maïeutique; Lausanne 13-14 mars 1979	
128986344	no pag						Language material	1979		Austin - Tex : Humanities research Center	eng	Lewis, Albert C.␟Einstein, Albert (1879-1955)␟Albert Einstein, 1879-1955, ((1979)	Albert Einstein, 1879-1955 - a centenary exhibit of manuscripts, books, and portraits selected from the Humanities research Center collections; Austin - Tex., 5 February-31 March 1979	
130052906	138 p	138					Language material	1980		Bruxelles	fre	Einstein, Albert (1879-1955)␟Académie Royale des Sciences, des Lettres et des Beaux-Arts de Belgique,␟Commemoration du Centenaire de la Naissance d'Albert Einstein, ((1979)␟Einstein et la Belgique, ((1979)	Albert Einstein, 1879-1955 - mémorial Albert Einstein publié à l'occasion du centième anniversaire de sa naissance : (Commémoration du centenaire de la naissance d'Albert Einstein; séance académique; Bruxelles, 15 mai 1979 & Exposition Einstein et la Belgique; Bruxelles, 16 mai-30 juin 1979	
132290987	XIII, 112 S	112				0-87414-083-8	Language material	1991		Iowa City, Iowa : Iowa Institute of Hydraulic Research, University of Iowa	eng	Einstein, Elizabeth Roboz␟Einstein, Hans Albert (1904-1973)	Hans Albert Einstein - reminiscences of his life and our life together	
152962395	33 S	33					Language material	1929		Berlin	ger	Einstein, Albert (1879-1955)␟Harodisch, Abraham	Gelegentliches von Albert Einstein - zum fünfzigsten Geburtstag, 14. März 1929 : dargebracht von der Soncino-Gesellschaft der Freunde des jüdischen Buches zu Bern	
160001129	248 S	248	Aus dem Slowen. übers.			961-6530-08-9	Language material	2004		Radovljica : Didakta	eng		Mileva & Albert Einstein - their love and scientific collaboration	Krstić, Dord
163466947	290 S	290	Beitr. teilw. dt., teilw. engl.	Aufsatzsammlung␟Kongress		3-89626-519-9	Language material	2005		Berlin : Trafo-Verl	ger	Kautzleben, Heinz␟Anger, Gottfried	Albert Einstein in Berlin - Vorträge zum Kolloquium am 17. März 2005 und schriftlich vorgelegte Beiträge	
163721998	153 S	153	Privatdruck für die Freunde der Firma Paul Haupt.␟Chronik des Jahrrings 1961 der Druckerei, des Verlags und der Buchhandlung der Firma Paul Haupt␟Aus dem Besitz von Günter Lott	Biographie			Language material	1961	Bern	Bern : Paul Haupt	ger	Lott, Günter (1936-2011)	Albert Einstein in Bern - eine dokumentarische Skizze über das Ringen um ein neues Weltbild	Flückiger, Max
